id,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
10265,3,0,9,7,0,5,1,1,0.4,0.4091,0.71,0.2836,299
10266,2,1,3,13,0,0,0,2,0.42,0.4242,0.88,0.1642,367
10267,3,0,8,4,0,4,1,1,0.64,0.6212,0.57,0.1642,5
10268,3,1,9,11,0,5,1,1,0.76,0.7121,0.62,0.1343,296
10269,2,1,5,22,0,2,1,1,0.62,0.5909,0.73,0.0896,174
10270,1,0,2,23,0,2,1,1,0.16,0.1515,0.43,0.2537,21
10271,2,1,6,18,0,1,1,1,0.64,0.6212,0.38,0.3881,822
10272,1,1,2,13,0,2,1,2,0.36,0.3333,0.4,0.2537,173
10273,4,1,11,7,0,4,1,1,0.2,0.2576,0.64,0.0,362
10274,3,1,7,18,0,6,0,1,0.82,0.7424,0.43,0.2836,481
10275,4,0,11,22,0,1,1,1,0.58,0.5455,0.56,0.3582,113
10276,4,0,10,10,0,0,0,1,0.54,0.5152,0.45,0.2537,347
10277,1,1,2,8,0,0,0,1,0.2,0.197,0.51,0.2537,59
10278,1,1,1,12,0,2,1,1,0.34,0.3333,0.87,0.1642,175
10279,4,0,12,8,0,0,0,1,0.2,0.2576,0.69,0.0,32
10280,1,1,2,3,0,3,1,1,0.26,0.303,0.65,0.0,1
10281,1,1,3,3,0,3,1,1,0.3,0.2727,0.56,0.3582,3
10282,4,0,10,14,0,1,1,2,0.44,0.4394,0.47,0.2239,141
10283,3,0,7,4,0,0,0,1,0.66,0.6212,0.69,0.0896,5
10284,1,0,2,15,0,3,1,2,0.2,0.1818,0.34,0.2836,64
10285,2,1,4,21,0,6,0,1,0.5,0.4848,0.2,0.194,234
10286,2,0,3,21,0,0,0,1,0.26,0.2576,0.41,0.1642,36
10287,3,1,7,20,0,5,1,1,0.78,0.7424,0.59,0.1045,354
10288,2,1,6,0,0,4,1,1,0.6,0.6212,0.53,0.2985,48
10289,3,0,9,8,0,5,1,1,0.62,0.5909,0.78,0.194,456
10290,4,0,10,13,0,2,1,1,0.56,0.5303,0.56,0.2985,173
10291,4,0,9,20,0,6,0,1,0.62,0.5758,0.83,0.0,243
10292,2,1,5,0,0,5,1,1,0.62,0.5758,0.83,0.1343,73
10293,3,1,7,2,0,4,1,1,0.66,0.6212,0.69,0.2537,21
10294,4,0,11,2,0,5,1,1,0.24,0.2273,0.44,0.2239,10
10295,1,1,1,12,0,5,1,2,0.2,0.1818,0.34,0.3284,124
10296,2,0,5,7,0,5,1,1,0.5,0.4848,0.77,0.1642,319
10297,4,0,10,8,0,4,1,1,0.44,0.4394,0.62,0.1642,457
10298,4,0,10,4,0,0,0,1,0.44,0.4394,0.88,0.0,14
10299,4,0,11,22,0,1,1,1,0.36,0.3636,0.81,0.0896,108
10300,4,1,12,4,0,1,1,1,0.36,0.3788,0.93,0.0,5
10301,4,1,10,19,1,1,0,2,0.4,0.4091,0.71,0.2537,371
10302,1,1,2,14,0,3,1,1,0.62,0.6212,0.33,0.2239,192
10303,2,1,5,17,0,2,1,1,0.72,0.6667,0.54,0.0,785
10304,4,0,11,0,0,0,0,2,0.4,0.4091,0.58,0.194,73
10305,2,1,6,5,0,0,0,1,0.62,0.6061,0.69,0.0896,13
10306,2,1,5,22,0,3,1,1,0.66,0.6212,0.69,0.1045,217
10307,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,59
10308,4,1,11,5,0,4,1,2,0.3,0.2879,0.42,0.2239,35
10309,1,0,2,18,0,4,1,2,0.34,0.303,0.87,0.3284,137
10310,2,0,4,6,0,0,0,2,0.36,0.3636,0.93,0.0896,4
10311,2,0,4,2,0,5,1,1,0.46,0.4545,0.63,0.1045,10
10312,1,0,12,11,0,6,0,1,0.32,0.2879,0.39,0.3582,71
10313,3,0,7,23,0,4,1,1,0.64,0.6061,0.65,0.2537,124
10314,1,1,1,9,0,3,1,1,0.24,0.2273,0.7,0.2537,236
10315,1,0,2,8,0,4,1,1,0.24,0.2273,0.7,0.2239,252
10316,4,1,9,7,0,0,0,1,0.46,0.4545,0.59,0.2239,57
10317,1,1,1,6,0,2,1,2,0.32,0.3182,0.93,0.194,89
10318,4,1,11,20,0,0,0,1,0.24,0.2879,0.6,0.0,119
10319,4,0,10,11,0,0,0,1,0.46,0.4545,0.72,0.1642,333
10320,3,0,8,16,0,1,1,1,0.86,0.7727,0.39,0.2836,282
10321,2,1,5,1,0,1,1,3,0.58,0.5455,0.88,0.3582,15
10322,2,1,3,23,0,2,1,1,0.36,0.3485,0.37,0.194,64
10323,3,0,7,19,0,6,0,1,0.8,0.6970000000000001,0.33,0.2239,305
10324,1,0,2,20,0,3,1,1,0.38,0.3939,0.43,0.194,118
10325,4,0,9,12,0,5,1,3,0.62,0.5455,0.94,0.1045,29
10326,4,1,10,5,0,0,0,2,0.44,0.4394,0.54,0.1343,10
10327,2,1,4,0,0,2,1,2,0.44,0.4394,0.47,0.2836,26
10328,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,4
10329,1,1,1,17,0,3,1,1,0.36,0.3485,0.53,0.1642,470
10330,1,1,2,2,0,1,1,1,0.22,0.2727,0.75,0.0,3
10331,3,1,9,19,0,6,0,1,0.62,0.6212,0.41,0.1642,478
10332,1,0,2,23,0,6,0,1,0.22,0.2273,0.51,0.1343,32
10333,2,1,3,16,0,3,1,1,0.58,0.5455,0.73,0.0,378
10334,2,0,6,15,0,6,0,2,0.82,0.7576,0.46,0.1343,367
10335,2,0,3,14,0,6,0,1,0.34,0.3182,0.29,0.2239,216
10336,4,1,12,21,0,1,1,1,0.44,0.4394,0.82,0.194,221
10337,1,0,2,6,0,6,0,1,0.22,0.2727,0.6,0.0,7
10338,1,0,1,1,0,6,0,1,0.22,0.2273,0.64,0.194,20
10339,4,1,10,0,0,3,1,1,0.54,0.5152,0.73,0.0896,46
10340,1,0,3,7,0,5,1,1,0.4,0.4091,0.66,0.194,123
10341,1,0,3,5,0,4,1,1,0.14,0.1212,0.33,0.2985,8
10342,2,0,4,16,0,3,1,1,0.54,0.5152,0.28,0.4179,169
10343,3,1,8,4,0,5,1,1,0.64,0.2424,0.73,0.1642,9
10344,1,1,2,2,0,5,1,2,0.3,0.3182,0.93,0.1045,12
10345,1,1,2,7,1,1,0,2,0.22,0.197,0.55,0.3284,44
10346,2,0,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284,185
10347,1,1,3,11,0,2,1,1,0.58,0.5455,0.83,0.1343,230
10348,1,1,3,15,0,3,1,1,0.7,0.6364,0.24,0.0,283
10349,3,0,9,10,0,6,0,2,0.5,0.4848,0.68,0.2836,249
10350,2,0,4,20,0,4,1,1,0.58,0.5455,0.43,0.2239,269
10351,3,0,9,18,0,3,1,1,0.72,0.6818,0.62,0.1642,586
10352,2,0,5,8,0,2,1,2,0.52,0.5,0.94,0.2985,347
10353,2,0,5,22,0,2,1,2,0.54,0.5152,0.88,0.2836,98
10354,1,1,2,17,0,0,0,1,0.32,0.3182,0.53,0.1642,306
10355,3,0,9,17,0,5,1,2,0.52,0.5,0.48,0.1343,566
10356,4,0,10,12,0,2,1,1,0.54,0.5152,0.39,0.3582,200
10357,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,8
10358,1,1,3,19,0,2,1,1,0.58,0.5455,0.73,0.1343,555
10359,4,0,10,22,0,0,0,2,0.52,0.5,0.94,0.0,152
10360,4,0,10,2,0,6,0,3,0.3,0.2727,0.87,0.2985,17
10361,3,1,8,7,0,6,0,1,0.64,0.5758,0.83,0.0896,62
10362,4,1,11,15,0,0,0,1,0.42,0.4242,0.54,0.2836,407
10363,4,0,9,2,0,6,0,2,0.58,0.5455,0.94,0.0896,68
10364,1,1,2,14,0,6,0,2,0.32,0.303,0.66,0.2239,276
10365,2,0,5,22,0,5,1,1,0.6,0.5758,0.78,0.1343,141
10366,3,1,7,2,0,6,0,1,0.76,0.7424,0.72,0.1642,58
10367,2,1,4,0,0,4,1,1,0.32,0.303,0.66,0.2836,23
10368,3,0,9,6,0,4,1,3,0.62,0.5455,0.94,0.1642,56
10369,3,0,8,23,0,3,1,1,0.6,0.5758,0.78,0.1045,84
10370,1,1,3,11,0,1,1,2,0.26,0.2727,0.56,0.1343,103
10371,2,1,4,10,0,0,0,2,0.4,0.4091,0.71,0.1045,360
10372,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,68
10373,1,0,1,12,0,6,0,2,0.2,0.197,0.59,0.194,78
10374,2,1,5,23,0,5,1,1,0.52,0.5,0.55,0.0,174
10375,2,0,5,7,0,5,1,3,0.5,0.4848,0.88,0.1642,157
10376,2,0,5,8,0,0,0,2,0.62,0.5606,0.88,0.2239,96
10377,4,0,9,12,0,5,1,2,0.64,0.6212,0.57,0.194,254
10378,2,0,5,12,0,3,1,1,0.74,0.6818,0.55,0.1343,210
10379,4,0,10,21,0,3,1,2,0.52,0.5,0.77,0.0,157
10380,2,1,6,17,0,3,1,1,0.72,0.6515,0.32,0.4925,857
10381,2,1,5,4,0,2,1,1,0.66,0.6061,0.78,0.2239,5
10382,1,1,12,16,0,6,0,1,0.3,0.2727,0.39,0.4478,147
10383,3,0,8,21,0,2,1,1,0.62,0.6212,0.57,0.0,211
10384,3,1,8,13,0,3,1,1,0.8,0.7424,0.52,0.1642,280
10385,1,1,3,16,0,3,1,1,0.56,0.5303,0.37,0.4179,288
10386,3,0,7,10,0,2,1,1,0.76,0.6970000000000001,0.52,0.1045,139
10387,1,1,2,10,0,5,1,1,0.28,0.2576,0.56,0.2836,129
10388,4,1,10,21,0,2,1,2,0.3,0.3182,0.87,0.1045,64
10389,2,0,4,22,0,6,0,1,0.32,0.303,0.61,0.2985,55
10390,4,0,12,3,0,3,1,1,0.28,0.3182,0.65,0.0,3
10391,1,1,3,10,0,3,1,1,0.36,0.3333,0.5,0.2985,147
10392,2,1,5,5,0,5,1,2,0.62,0.5606,0.88,0.0896,30
10393,4,1,12,2,0,5,1,1,0.22,0.2727,0.69,0.0,9
10394,2,0,5,22,0,3,1,1,0.52,0.5,0.83,0.0,117
10395,3,1,7,2,0,5,1,1,0.76,0.7121,0.62,0.1343,17
10396,2,0,6,20,0,0,0,1,0.66,0.6061,0.83,0.1642,206
10397,4,0,12,9,0,0,0,1,0.22,0.2273,0.64,0.1642,81
10398,4,1,11,0,0,4,1,1,0.36,0.3636,0.57,0.0896,60
10399,3,1,8,21,0,4,1,1,0.7,0.6515,0.61,0.1343,329
10400,2,0,4,19,0,6,0,2,0.38,0.3939,0.82,0.1343,130
10401,3,0,7,13,0,5,1,1,0.7,0.6515,0.54,0.194,247
10402,1,0,1,13,0,6,0,2,0.46,0.4545,0.72,0.2985,94
10403,1,0,3,3,0,1,1,1,0.26,0.2727,0.65,0.1343,3
10404,2,1,6,1,0,0,0,1,0.56,0.5303,0.6,0.1642,88
10405,3,1,8,8,0,5,1,1,0.68,0.2424,0.65,0.1343,668
10406,1,0,3,22,0,2,1,1,0.3,0.2879,0.49,0.2239,55
10407,2,0,4,11,0,3,1,2,0.42,0.4242,0.82,0.194,61
10408,3,0,7,14,0,0,0,1,0.8,0.7424,0.49,0.3582,430
10409,2,1,4,17,0,3,1,2,0.42,0.4242,0.77,0.194,488
10410,2,1,5,10,1,1,0,1,0.7,0.6515,0.61,0.0,364
10411,4,1,9,9,0,6,0,1,0.5,0.4848,0.63,0.194,332
10412,1,1,3,23,0,1,1,2,0.56,0.5303,0.78,0.1343,54
10413,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,8
10414,4,1,10,4,0,4,1,2,0.52,0.5,0.88,0.1045,5
10415,4,0,10,11,0,0,0,2,0.38,0.3939,0.66,0.2537,292
10416,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,7
10417,1,1,1,9,0,6,0,2,0.16,0.1515,0.93,0.2537,42
10418,2,1,5,22,0,2,1,1,0.64,0.6061,0.65,0.0,211
10419,3,1,8,19,0,2,1,2,0.76,0.7273,0.66,0.1045,610
10420,3,1,6,2,0,4,1,1,0.72,0.6970000000000001,0.79,0.1045,18
10421,4,0,10,22,0,3,1,2,0.58,0.5455,0.94,0.3582,107
10422,1,1,3,22,0,0,0,1,0.4,0.4091,0.54,0.194,94
10423,2,0,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537,248
10424,4,1,11,3,0,3,1,1,0.28,0.2879,0.87,0.1045,2
10425,2,1,4,23,0,4,1,1,0.42,0.4242,0.35,0.194,94
10426,4,0,12,0,0,4,1,1,0.28,0.2576,0.52,0.3284,20
10427,2,0,5,4,0,0,0,1,0.42,0.4242,0.82,0.0,10
10428,3,1,8,9,0,0,0,1,0.68,0.6364,0.79,0.2537,263
10429,2,1,5,12,0,6,0,1,0.64,0.6212,0.36,0.1642,559
10430,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,5
10431,4,1,10,1,0,3,1,1,0.38,0.3939,0.76,0.0,17
10432,2,0,6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,233
10433,3,1,7,0,0,3,1,1,0.72,0.6667,0.58,0.2985,66
10434,3,0,7,2,0,4,1,2,0.74,0.7273,0.84,0.2239,6
10435,1,1,2,3,0,6,0,1,0.24,0.2879,0.75,0.0,18
10436,2,1,6,22,0,5,1,1,0.68,0.6364,0.41,0.1045,291
10437,1,0,3,9,0,4,1,1,0.16,0.1364,0.37,0.2836,145
10438,3,1,7,15,0,1,1,1,0.84,0.7424,0.36,0.194,234
10439,2,1,5,14,1,1,0,1,0.8,0.7879,0.63,0.2836,465
10440,2,1,6,11,0,3,1,2,0.66,0.6212,0.54,0.4478,246
10441,1,1,2,6,0,0,0,1,0.22,0.197,0.44,0.3284,2
10442,2,1,4,16,0,0,0,1,0.72,0.6515,0.39,0.3582,616
10443,1,1,2,8,0,6,0,3,0.22,0.2273,0.93,0.1343,78
10444,2,1,3,17,0,3,1,1,0.6,0.5909,0.69,0.0896,729
10445,1,1,12,8,0,4,1,1,0.26,0.2273,0.65,0.3582,208
10446,2,1,5,8,0,0,0,1,0.56,0.5303,0.56,0.1642,171
10447,3,0,8,13,0,6,0,3,0.66,0.6061,0.83,0.3881,43
10448,4,1,9,14,0,0,0,1,0.62,0.6212,0.41,0.2537,612
10449,4,1,10,1,0,5,1,1,0.4,0.4091,0.66,0.0896,37
10450,1,1,2,7,0,6,0,2,0.24,0.2424,0.87,0.1343,28
10451,4,0,10,1,0,4,1,1,0.48,0.4697,0.63,0.194,22
10452,3,0,7,21,0,2,1,1,0.74,0.7121,0.74,0.1343,241
10453,4,1,10,23,0,3,1,2,0.66,0.6061,0.78,0.0,220
10454,1,0,3,0,0,4,1,1,0.38,0.3939,0.66,0.2537,23
10455,1,1,12,14,0,0,0,1,0.34,0.303,0.31,0.2985,175
10456,1,0,2,10,0,6,0,1,0.22,0.2121,0.41,0.2537,84
10457,4,0,10,17,1,1,0,2,0.66,0.6212,0.54,0.1045,459
10458,2,0,5,19,0,6,0,1,0.7,0.6515,0.65,0.194,252
10459,1,1,2,2,0,4,1,1,0.22,0.2273,0.8,0.1343,2
10460,2,1,4,7,0,6,0,1,0.32,0.303,0.33,0.2836,54
10461,3,1,6,16,0,5,1,1,0.9,0.8029999999999999,0.31,0.2239,380
10462,4,1,11,23,0,4,1,2,0.32,0.3182,0.61,0.1642,125
10463,1,0,12,22,0,4,1,1,0.28,0.2879,0.65,0.1343,55
10464,2,0,4,4,0,5,1,2,0.24,0.2273,0.93,0.2537,3
10465,1,0,2,11,0,6,0,1,0.3,0.2727,0.28,0.3284,114
10466,1,1,3,19,0,0,0,1,0.3,0.2576,0.36,0.4925,132
10467,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,39
10468,3,1,8,1,0,1,1,1,0.66,0.6212,0.65,0.0896,14
10469,4,0,10,12,0,1,1,2,0.52,0.5,0.68,0.1045,220
10470,2,1,5,13,0,3,1,2,0.66,0.6212,0.74,0.1642,270
10471,3,1,7,16,0,5,1,1,0.84,0.7727,0.47,0.2239,499
10472,1,1,1,20,0,4,1,1,0.26,0.2121,0.52,0.4478,191
10473,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,1
10474,3,1,7,11,0,0,0,2,0.66,0.6212,0.74,0.0,505
10475,3,0,9,20,0,4,1,1,0.46,0.4545,0.63,0.3284,248
10476,3,0,9,10,0,4,1,2,0.64,0.5758,0.89,0.2239,120
10477,2,1,6,17,0,2,1,1,0.8,0.7576,0.55,0.194,811
10478,2,1,6,15,0,6,0,1,0.64,0.6212,0.38,0.2537,702
10479,1,1,1,15,0,5,1,1,0.26,0.2121,0.33,0.5821,138
10480,3,1,8,14,0,0,0,1,0.76,0.6818,0.4,0.194,579
10481,2,1,4,8,0,0,0,1,0.52,0.5,0.59,0.0,97
10482,1,1,1,8,0,5,1,3,0.5,0.4848,0.88,0.2836,220
10483,2,0,5,14,0,5,1,1,0.6,0.6212,0.4,0.4478,213
10484,1,0,12,0,1,1,0,1,0.22,0.2273,0.75,0.1642,11
10485,3,0,7,10,0,0,0,1,0.74,0.6818,0.6,0.2239,304
10486,1,0,1,21,0,0,0,2,0.24,0.2424,0.7,0.1642,28
10487,4,0,10,16,0,3,1,2,0.52,0.5,0.77,0.0896,213
10488,1,1,3,7,0,1,1,1,0.18,0.197,0.59,0.1343,260
10489,2,0,6,15,0,1,1,1,0.8,0.6970000000000001,0.29,0.194,165
10490,4,0,12,3,0,0,0,1,0.28,0.3182,0.75,0.0,41
10491,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,17
10492,1,1,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,801
10493,3,0,7,12,0,6,0,1,0.92,0.8636,0.37,0.1045,235
10494,2,0,4,2,0,3,1,3,0.4,0.4091,1.0,0.2985,2
10495,2,1,5,19,0,2,1,1,0.66,0.6212,0.69,0.1642,512
10496,2,1,5,1,0,0,0,1,0.56,0.5303,0.52,0.0,130
10497,2,0,3,2,0,6,0,1,0.22,0.2121,0.44,0.2239,25
10498,4,1,12,1,0,4,1,1,0.32,0.3485,0.66,0.0,20
10499,2,0,5,17,0,5,1,1,0.74,0.6818,0.58,0.3881,491
10500,1,1,1,10,0,5,1,1,0.24,0.197,0.44,0.4478,103
10501,2,0,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,335
10502,4,1,10,7,0,6,0,1,0.3,0.303,0.61,0.1642,70
10503,4,1,11,13,0,3,1,1,0.36,0.3333,0.43,0.2537,214
10504,1,0,2,22,0,5,1,1,0.26,0.2121,0.48,0.4478,50
10505,3,1,7,9,0,4,1,2,0.72,0.6818,0.7,0.1343,344
10506,1,0,3,11,0,4,1,3,0.4,0.4091,0.0,0.2537,11
10507,2,1,4,17,0,6,0,2,0.62,0.6212,0.33,0.2537,560
10508,2,1,5,8,0,5,1,1,0.46,0.4545,0.44,0.2537,620
10509,1,1,3,9,0,0,0,1,0.26,0.2576,0.6,0.2239,90
10510,4,0,10,18,0,1,1,1,0.4,0.4091,0.66,0.0896,422
10511,4,1,10,18,0,6,0,1,0.52,0.5,0.48,0.4179,495
10512,4,1,10,6,0,5,1,1,0.52,0.5,0.83,0.0,137
10513,3,1,7,15,0,3,1,1,0.8,0.7121,0.41,0.2537,276
10514,3,0,6,3,0,6,0,1,0.64,0.6212,0.57,0.194,39
10515,3,1,7,14,0,6,0,2,0.96,0.8636,0.3,0.1343,308
10516,4,0,11,11,0,2,1,3,0.5,0.4848,0.88,0.2985,11
10517,3,0,7,6,0,4,1,1,0.7,0.6515,0.7,0.0896,116
10518,4,0,11,13,0,6,0,1,0.4,0.4091,0.37,0.1045,355
10519,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,87
10520,1,0,2,18,0,3,1,2,0.18,0.1667,0.47,0.2985,170
10521,1,0,12,4,0,5,1,1,0.24,0.2576,0.7,0.0896,2
10522,1,0,1,21,0,6,0,2,0.4,0.4091,0.87,0.194,34
10523,2,1,5,14,0,3,1,1,0.62,0.6061,0.69,0.0896,240
10524,1,1,12,0,0,0,0,2,0.26,0.2576,0.6,0.1642,41
10525,1,0,2,23,0,3,1,3,0.16,0.1515,0.8,0.194,37
10526,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,15
10527,4,1,11,13,0,0,0,2,0.26,0.2576,0.41,0.1642,195
10528,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,1
10529,1,1,3,0,0,4,1,1,0.44,0.4394,0.62,0.3284,46
10530,2,0,4,4,0,6,0,2,0.36,0.3485,0.87,0.2239,5
10531,1,0,12,10,0,5,1,1,0.4,0.4091,0.62,0.3582,104
10532,2,1,6,19,0,2,1,1,0.58,0.5455,0.46,0.2537,513
10533,3,1,7,2,0,5,1,1,0.7,0.6667,0.79,0.1343,26
10534,1,1,1,9,0,6,0,1,0.22,0.2727,0.8,0.0,158
10535,2,0,5,3,0,4,1,1,0.6,0.5455,0.88,0.0896,4
10536,3,1,8,16,0,6,0,1,0.76,0.6667,0.37,0.2537,641
10537,1,1,2,18,0,3,1,2,0.48,0.4697,0.41,0.3284,525
10538,2,0,6,21,0,4,1,3,0.62,0.5758,0.83,0.2537,188
10539,3,0,8,5,0,3,1,1,0.64,0.6061,0.73,0.0,28
10540,1,1,1,0,0,4,1,3,0.34,0.3333,0.93,0.194,3
10541,4,1,10,14,0,1,1,1,0.62,0.6061,0.27,0.194,282
10542,1,0,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,9
10543,1,1,2,6,0,6,0,3,0.22,0.2273,0.93,0.1343,9
10544,1,1,3,1,0,6,0,2,0.44,0.4394,0.94,0.0,69
10545,4,1,10,3,0,1,1,1,0.4,0.4091,0.62,0.0,6
10546,2,0,5,22,0,0,0,1,0.56,0.5303,0.83,0.0,117
10547,4,0,10,20,0,4,1,2,0.46,0.4545,0.51,0.3284,241
10548,2,0,3,13,0,4,1,3,0.3,0.303,0.87,0.1343,68
10549,2,0,3,0,0,6,0,2,0.26,0.2424,0.38,0.2836,28
10550,1,0,1,17,0,6,0,1,0.24,0.2879,0.6,0.0,91
10551,3,0,9,0,0,5,1,1,0.42,0.4242,0.71,0.2239,48
10552,1,0,12,6,1,1,0,1,0.32,0.303,0.45,0.2836,4
10553,4,1,12,0,0,5,1,1,0.24,0.2576,0.7,0.1045,48
10554,1,1,12,0,0,5,1,3,0.42,0.4242,0.88,0.2985,17
10555,3,1,7,13,0,4,1,1,0.86,0.8333,0.53,0.2985,242
10556,1,0,12,22,0,5,1,2,0.34,0.3333,0.71,0.1642,85
10557,4,1,11,9,0,4,1,3,0.36,0.3636,0.57,0.1045,331
10558,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,62
10559,2,0,5,15,0,3,1,1,0.64,0.6212,0.41,0.0,179
10560,2,1,6,3,0,4,1,1,0.5,0.4848,0.77,0.1045,5
10561,1,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,286
10562,1,0,3,21,0,3,1,2,0.42,0.4242,0.58,0.2836,78
10563,1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,48
10564,4,0,10,21,0,1,1,1,0.46,0.4545,0.87,0.1045,126
10565,4,1,10,2,0,0,0,1,0.4,0.4091,0.76,0.0896,66
10566,1,1,3,20,0,4,1,2,0.58,0.5455,0.6,0.3582,330
10567,2,0,5,4,0,2,1,3,0.54,0.5152,0.94,0.2537,4
10568,1,0,2,18,0,4,1,1,0.16,0.1818,0.28,0.1343,160
10569,4,0,11,0,0,1,1,1,0.46,0.4545,0.77,0.2836,16
10570,3,1,8,8,0,4,1,1,0.66,0.6212,0.65,0.0,754
10571,4,0,10,2,0,4,1,2,0.54,0.5152,0.94,0.0,4
10572,2,0,3,0,0,0,0,2,0.26,0.2576,0.41,0.1642,31
10573,2,1,5,1,0,3,1,3,0.64,0.5758,0.89,0.194,4
10574,3,1,8,21,0,1,1,1,0.72,0.6818,0.66,0.194,290
10575,2,1,4,4,0,2,1,1,0.34,0.3333,0.71,0.1343,2
10576,4,0,9,22,0,2,1,1,0.6,0.5455,0.88,0.0896,121
10577,1,0,1,1,0,6,0,1,0.22,0.2727,0.8,0.0,40
10578,4,0,12,8,0,2,1,2,0.46,0.4545,0.94,0.194,414
10579,3,1,8,8,0,6,0,2,0.66,0.6212,0.74,0.2537,162
10580,2,1,6,6,0,1,1,1,0.62,0.5758,0.83,0.1045,144
10581,3,0,9,13,0,3,1,1,0.76,0.6970000000000001,0.55,0.2537,178
10582,1,1,1,5,0,6,0,3,0.16,0.1818,0.86,0.1045,2
10583,1,1,1,22,0,3,1,3,0.34,0.3333,0.87,0.194,49
10584,2,0,4,6,0,4,1,2,0.64,0.5909,0.78,0.4627,86
10585,3,1,8,8,0,3,1,1,0.66,0.6212,0.61,0.1642,808
10586,3,1,7,10,0,2,1,2,0.84,0.7879,0.49,0.194,159
10587,3,1,7,18,0,4,1,1,0.92,0.8788,0.4,0.3582,688
10588,1,1,1,19,0,5,1,1,0.46,0.4545,0.33,0.2836,272
10589,1,1,12,20,1,2,0,2,0.32,0.303,0.66,0.2836,40
10590,2,0,5,19,0,6,0,3,0.54,0.5152,0.94,0.1343,248
10591,2,1,4,21,0,5,1,1,0.5,0.4848,0.36,0.0,189
10592,4,1,12,14,0,4,1,1,0.36,0.3485,0.34,0.1642,242
10593,2,1,3,11,0,6,0,2,0.5,0.4848,0.94,0.194,273
10594,1,1,2,23,0,4,1,1,0.32,0.3333,0.81,0.0896,73
10595,3,1,7,12,0,2,1,2,0.9,0.8182,0.35,0.0,254
10596,2,0,6,16,0,5,1,1,0.82,0.7879,0.56,0.2985,285
10597,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,3
10598,1,0,2,21,0,5,1,2,0.24,0.2424,0.7,0.1642,43
10599,4,1,12,16,0,0,0,2,0.44,0.4394,0.67,0.1045,443
10600,2,0,5,14,1,1,0,1,0.88,0.8029999999999999,0.39,0.0,327
10601,4,1,11,12,0,1,1,2,0.4,0.4091,0.62,0.2836,242
10602,2,0,3,0,0,4,1,3,0.24,0.2273,0.93,0.2239,3
10603,4,1,9,21,0,4,1,3,0.62,0.5758,0.83,0.2985,253
10604,1,1,1,13,0,4,1,1,0.42,0.4242,0.77,0.1642,183
10605,3,0,8,18,0,4,1,3,0.76,0.6970000000000001,0.55,0.2537,274
10606,3,0,9,0,0,1,1,2,0.52,0.5,0.72,0.1642,37
10607,1,1,2,14,0,4,1,3,0.32,0.3182,0.81,0.194,31
10608,4,0,12,21,0,1,1,2,0.36,0.3485,0.53,0.1343,127
10609,3,1,6,11,0,2,1,1,0.64,0.6212,0.36,0.4179,235
10610,2,1,5,3,0,4,1,1,0.46,0.4545,0.88,0.2239,3
10611,4,1,11,5,0,0,0,1,0.3,0.303,0.87,0.1343,12
10612,2,1,6,6,0,5,1,1,0.54,0.5152,0.83,0.1343,151
10613,3,1,7,4,0,5,1,1,0.7,0.6667,0.79,0.0,8
10614,1,1,3,7,0,2,1,1,0.16,0.1818,0.55,0.1343,275
10615,1,0,12,9,0,6,0,1,0.3,0.2727,0.45,0.4179,56
10616,2,1,5,9,0,2,1,2,0.6,0.5606,0.83,0.1045,333
10617,3,0,6,13,0,1,1,2,0.72,0.6667,0.58,0.2239,164
10618,2,1,4,20,0,5,1,1,0.46,0.4545,0.24,0.2836,252
10619,2,0,6,18,0,6,0,2,0.72,0.6818,0.62,0.1343,286
10620,3,1,7,12,0,1,1,1,0.84,0.7879,0.49,0.1343,237
10621,1,0,12,13,0,4,1,2,0.28,0.2879,0.52,0.1045,131
10622,1,0,1,14,0,3,1,3,0.22,0.197,0.93,0.3582,36
10623,3,0,8,13,0,6,0,1,0.76,0.6970000000000001,0.55,0.1343,378
